	BG1	BG13	BG7	C13_12	C13_15	C13_2	C13_5	C13_8	C14_10	C14_14	C14_2	C14_5	C15_10	C15_15	C15_2	C15_6	C16_10	C16_14	C16_2	C16_6	C17_2	C17_6	C17_9	C18_12	C18_16	C18_2	C18_4	C18_7	C19_10	C19_12	C19_2	C19_6	C20_10	C20_14	C20_2	C20_6	C21_10	C21_2	C21_4	C21_6	C22_2	C22_4	C22_6	C23_10	C23_2	C23_4	C23_6	C24_10	C24_14	C24_2	C24_4	C24_6	C25_0	C25_10	C25_15	C25_2	C25_6	C26_0	C26_10	C26_15	C26_2	C26_6	C27_10	C27_13	C27_2	C27_6	C28_10	C28_15	C28_2	C28_6	MAT1	MAT2	SG1	SG13	SG7	SSW	TZ1	TZ13	TZ7	TZF	WM1	WM11	WM13	WM3	WM5	WM7	WM9	WMF	blank
OTU_58	1	73	7	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	143	0	0	0	1	0	0	0	0	0	0	7	2	0	18	0	1	0	0	37	289	17	48	0	2	2	119	397	22	4	0	2	0	0	60	134	0	15	27	370	49	105	376	0	0	0	0	0	0	0	0	0	0	12	77	138	0	11	4	314	366	2	1	6	1205	1272	6	0	375	0
OTU_59	306	45	86	7	4	59	30	6	38	363	17	12	37	36	13	7	0	1	55	0	74	19	38	44	16	218	134	56	0	0	29	1	110	2	373	204	0	71	92	3	59	0	0	26	99	42	10	13	0	242	138	355	159	15	8	80	60	5	0	0	1	0	0	0	0	0	0	0	6	0	1	0	947	23	130	14	831	220	382	113	7	0	5	77	4	16	0	166	0
OTU_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	67	112	0	176	0	11	0	0	1	0	0	0	0	6	0	1	0	1	8	871	5463	4	0	3	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_61	15	18	14	0	0	5	1	0	3	3	0	1	0	0	0	0	1	0	165	29	7	2	0	1	1	10	16	4	2	1	96	2	12	12	17	24	2	92	518	1114	352	5	11	14	155	936	888	29	10	19	45	29	0	1	3	1	1	2	1	3	6	6	0	0	0	0	0	0	0	0	0	0	22	13	18	1	27	25	249	134	4	17	1	207	498	4	6	177	0
OTU_62	2	1	0	0	1	10	1	1	34	19	3	5	18	0	1	0	0	0	192	2	22	14	9	37	18	12	52	16	0	0	197	4	112	108	72	135	0	122	444	2221	286	3	0	29	271	471	410	845	2	128	179	56	0	40	55	12	13	10	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	26	6	0	11	0	0	0	1	0	0	0	17	0
OTU_63	241	1209	853	30	42	40	62	87	58	9	114	91	79	7	182	50	0	0	0	0	17	31	31	23	19	2	8	9	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	297	24	2	18	8	1	3	8	9	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	406	1020	10	85	53	22	74	10	0	5	5	1	19	0	104	0
OTU_64	122	73	65	0	0	13	0	1	12	41	0	0	7	7	0	0	2	7	257	0	14	2	2	3	1	34	74	19	0	0	139	5	8	0	64	99	0	348	177	1	237	0	1	176	492	57	19	1	0	91	53	31	81	0	0	0	1	22	2	13	0	0	0	0	29	15	0	8	34	0	70	18	185	37	103	11	1656	829	29	170	11	4	4	352	20	43	2	219	0
OTU_65	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2453	3872	34	40	10	5	6	19	0	0	5	3	9	0	3	4	109	2	1	0	0	0	0	2	2	1	0
OTU_66	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	6	0	371	1	235	1	0	0	0	0	0	3	0	86	0	3358	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0
OTU_67	214	46	100	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	228	20	65	52	113	58	33	3006	28	0	12	0	0	23	0	2472	0
OTU_68	14	9	10	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	122	16	0	0	0	17	31	1	45	2	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	53	11	24	7	342	350	1952	709	4	0	1	258	100	9	0	832	0
OTU_69	13	11	11	2	4	142	20	3	120	454	13	28	34	47	6	3	0	2	165	0	140	25	15	33	22	213	326	110	0	0	14	0	109	0	539	377	0	76	11	1	46	0	0	5	121	19	0	1	0	663	554	417	8	0	0	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	3	18	0	44	15	1	3	4	0	0	4	0	1	0	7	0
OTU_70	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	9	0	4	1	3	12	0	292	4150	3	22	1088	56	5	0
OTU_71	26	12	15	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	26	24	0	3	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	20	37	7	291	306	487	1800	3	0	11	33	11	17	0	2263	0
OTU_72	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	281	56	10	228	2	0	1	0	0	0	1	3	12	0	4	56	21	388	1	1	71	4	34	227	53	79	0	0	13	56	188	59	46	3	0	2	1	47	90	10	29	235	1008	1411	468	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_73	2	861	145	23	22	8	15	28	5	0	25	32	4	2	18	11	0	0	0	0	5	10	3	33	16	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	783	662	0	7	6	8	113	0	0	9	0	0	7	0	115	0
OTU_75	101	78	79	0	1	1	2	1	5	1	4	0	2	1	3	1	0	0	1	0	3	2	1	1	0	1	1	5	0	0	1	0	3	5	0	4	1	0	2	1	1	0	0	0	0	2	3	4	0	1	4	1	2	7	10	6	6	2	1	0	2	1	0	0	16	0	5	0	1	0	0	0	99	60	83	10	64	31	31	68	5117	2	8	0	0	8	0	94	0
OTU_76	39	17	38	0	1	36	7	1	25	118	1	5	20	13	1	1	0	1	211	0	35	4	3	7	4	25	36	19	0	0	153	1	55	1	182	207	0	286	369	5	265	0	0	79	358	201	19	1	0	306	239	392	225	6	8	26	67	118	0	1	22	0	0	0	0	0	0	7	0	0	8	2	239	23	65	3	458	231	94	33	11	0	0	277	20	9	0	43	0
OTU_77	0	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	3	3	31	0	0	0	0	26	122	5	0	0	4	0	57	11	1899	12	2	3	6	13	997	1052	377	696	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_78	7	5	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	72	0	18	0	0	0	0	5	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	14	0	11	23	1	25	2	1	1	1394	3239	104	2	37	0
OTU_79	252	45	79	0	0	113	40	2	10	182	1	1	77	53	0	0	0	1	23	0	137	8	19	22	4	45	103	65	0	0	4	0	32	0	118	151	0	20	9	0	16	0	0	12	15	2	0	5	0	216	149	259	71	42	17	86	28	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1103	20	153	14	1268	323	31	86	13	0	7	64	4	18	0	97	0
OTU_81	19	10	12	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	1	0	0	31	6	1	7	0	0	0	1	3	115	0	4	3	0	59	18	66	54	16	0	0	208	64	0	0	33	0	478	128	34	12	29	16	413	2161	252	583	5	2	3	9	3	9	0	713	0
OTU_82	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	84	0	1	1	1	1	0	3	4	4	0	0	63	0	4	0	10	22	0	103	190	175	254	0	0	8	156	72	13	4	0	11	32	18	81	648	537	123	490	396	0	0	784	82	0	0	0	0	0	0	3	0	16	4	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_83	39	19	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	24	27	0	21	18	7	25	5094	0	3	0	0	8	0	32	0
OTU_84	0	0	0	0	0	2	0	1	0	3	0	2	1	0	0	0	321	0	1	336	1	2	2	0	1	1	4	1	0	0	1	72	0	0	0	1	282	1	30	425	18	185	28	4	2	137	548	420	690	1	0	1	0	156	304	45	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_85	13	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	12	3	12	12	8	1499	3	0	4	0	0	20	0	2372	0
OTU_86	153	40	63	0	0	0	2	0	4	1	0	1	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	48	1	1	2	0	1	0	1	0	0	0	0	1	0	5	16	0	0	0	0	136	0	0	6	0	8	6	16	7	1	0	0	341	458	0	0	13	0	300	250	187	31	73	24	722	272	751	281	9	0	6	21	0	12	0	382	0
OTU_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	422	0	43	0	0	0	0	0	0	1	0	391	436	0	20	0	1	0	0	299	0	1	9	0	37	1086	1511	0	4	113	1	6	0	1	0	0	0	0	0	0	0	6	12	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_88	98	91	37	14	38	147	70	40	17	130	31	43	77	54	56	18	0	0	84	0	126	60	91	104	40	91	176	88	1	0	72	1	125	6	333	244	0	93	322	4	182	0	0	26	105	56	9	85	0	264	195	288	19	23	5	83	110	21	0	0	4	0	0	0	0	0	0	0	0	0	0	0	260	13	100	3	392	112	115	36	5	0	2	36	0	4	0	47	0
OTU_89	28	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2590	1682	33	22	12	13	5	2	0	0	24	10	18	1	14	8	306	13	127	0	34	0	0	83	0	16	0
OTU_90	2	0	0	0	0	1	0	0	0	25	0	0	0	0	1	0	2	45	22	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	3	0	7	0	0	1	71	20	0	5	2	0	2	0	0	254	0	0	7	0	188	6	548	14	11	0	0	38	0	4	0	137	0	3222	32	4	0	1	1	8	61	1	3	0	0	0	0	0	0	0	8	0
OTU_91	34	57	82	20	18	112	75	60	131	174	34	56	163	43	21	25	0	0	244	0	140	66	102	137	42	100	139	56	0	0	83	1	43	1	198	259	0	158	103	0	176	1	0	22	286	50	1	1	0	303	231	190	117	0	0	106	7	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	128	15	105	0	71	27	3	7	1	0	0	5	0	1	1	6	0
OTU_92	24	15	14	0	2	7	4	1	9	82	0	3	1	1	0	0	11	74	62	2	8	5	2	1	1	16	15	4	0	0	2	0	48	0	50	52	3	17	4	10	9	1	2	489	250	13	80	7	0	16	9	19	51	0	0	0	0	4	1	5	0	1	0	0	0	0	0	0	2	0	139	64	68	7	22	3	870	573	83	623	2	0	3	29	1	4	0	756	0
OTU_93	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	8	580	0	0	0	0	1	0	13	50	13	0	0	162	3	17	0	39	60	0	473	293	0	526	0	1	228	790	86	6	0	0	54	47	74	251	29	12	45	44	212	0	5	40	0	0	0	0	0	0	0	31	0	149	79	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
OTU_94	1	1	0	0	0	2	2	0	2	2	0	2	1	0	0	0	0	1	573	0	1	0	0	4	1	2	16	6	1	0	384	1	23	5	52	28	0	306	881	193	822	1	0	37	468	288	137	39	0	59	39	46	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	6	0	0	0	0	0	0	0	6	0
OTU_95	411	37	149	2	5	179	98	11	68	232	3	9	93	65	7	5	0	0	17	0	153	62	124	15	3	186	214	41	0	0	18	0	10	0	85	53	0	24	1	0	16	0	0	5	32	2	0	2	0	161	35	115	47	7	3	29	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1076	21	109	9	415	145	20	56	8	0	2	29	0	7	0	74	0
OTU_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	203	0	77	0	0	0	0	0	0	0	0	1	0	2	33	3	21	0	0	22	0	5	119	5	53	0	30	1	15	351	3	1	0	0	0	5	289	362	6	89	201	431	615	395	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	35	0	0	1	0
OTU_97	5	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	22	0	4	28	0	3	0	6	31	135	62	0	0	3	11	29	53	5	3	1	3	1	0	25	26	1	28	47	9	7	116	26	0	0	0	0	0	0	1	0	0	0	18	16	19	1	161	85	11	1005	10	6	27	577	593	63	3	1167	0
OTU_98	17	125	151	35	52	108	123	93	160	144	123	155	120	41	124	69	1	0	34	0	106	67	94	169	58	163	145	127	0	0	2	0	64	0	90	125	0	14	12	1	5	0	0	11	27	8	1	3	0	119	110	115	11	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	193	91	154	2	56	36	6	13	5	0	1	1	0	6	0	12	0
OTU_99	16	6	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	4	0	6	0	36	15	17	8	290	478	793	1201	3	0	7	2	0	11	0	1427	0
OTU_100	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1269	478	0	188	0	1	0	0	0	0	2	0	550	36	0	147	3	90	0	0	741	0	12	137	4	114	0	0	0	34	94	81	268	2	2	1	0	5	27	0	0	0	23	71	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_101	3	2	5	0	0	0	1	0	8	2	0	1	3	1	0	0	0	0	191	0	1	4	3	9	3	1	21	10	0	0	173	1	18	22	20	37	0	144	332	309	280	0	0	9	299	153	41	15	0	33	51	25	9	23	12	29	112	267	61	10	543	225	0	0	0	0	0	0	0	0	0	0	9	7	5	0	56	19	1	30	1	0	1	159	381	2	0	62	0
OTU_102	2410	116	1286	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	199	19	45	21	59	45	9	63	6	0	16	2	0	25	1	56	0
OTU_103	40	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2643	0	9	0	5	6	3	2	0	0	36	4	13	345	17	3	3	116	3	0	0	0	0	2	0	121	0
OTU_104	76	23	27	0	0	0	0	0	0	1	1	1	1	1	0	0	9	2	1	1	1	0	1	0	0	0	1	1	1	0	0	0	2	0	0	1	3	0	0	1	0	3	0	18	0	0	3	2	1	1	0	0	0	3	4	4	0	1	2	3	2	2	0	0	169	90	54	4	30	12	0	0	58	12	22	1720	33	24	26	805	8	0	6	0	0	25	0	1001	0
OTU_105	731	163	447	20	37	51	52	36	35	97	31	30	36	66	48	23	0	1	0	0	45	27	33	2	0	50	12	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	15	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	561	28	205	5	143	78	8	37	8	0	1	4	2	3	0	57	0
OTU_106	4	138	7	7	13	12	30	15	27	6	18	15	10	5	20	9	0	0	61	0	13	5	4	43	27	2	19	12	0	0	4	0	37	104	9	19	0	4	25	4	12	0	0	1	29	10	0	350	0	19	106	38	36	14	2	721	125	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	28	131	216	0	3	0	0	1	1	0	0	0	0	0	0	1	0
OTU_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	2	4	1	10	0	0	0	5	6	9	0	0	1	1	3	57	184	143	45	174	171	358	67	480	1109	0	0	0	0	0	0	62	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	968	0	14	0	0	1	0	0	0	0	0	184	359	0	20	0	4	0	0	15	0	0	0	0	91	352	301	0	3	70	0	10	0	0	0	0	31	125	1	3	38	384	360	150	374	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_109	23	16	19	0	0	0	0	0	1	0	0	0	1	0	0	0	68	2	1	217	0	0	0	1	0	0	0	1	3	0	2	29	0	37	0	0	61	0	10	77	5	71	11	3	4	50	319	9	75	0	0	0	0	15	25	1	12	19	171	126	111	341	0	0	0	0	0	0	0	0	0	0	19	10	19	0	15	5	397	37	3	362	1	208	680	174	169	43	0
OTU_110	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3680	0	1	0	0	1	4	2	1	0	0	0	59	1	0	0	0	1	0	0	82	0
OTU_111	13	9	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	7	19	13	281	315	159	1291	8	0	8	0	0	5	0	1565	0
OTU_112	7	5	2	0	0	2	0	2	3	7	1	0	0	1	0	1	0	2	273	0	2	2	0	11	1	7	10	7	1	0	137	1	36	283	17	51	0	282	266	400	279	0	0	54	455	80	7	125	2	24	78	39	2	5	3	16	4	12	1	0	15	2	0	0	0	0	0	0	1	0	0	0	15	7	9	0	54	25	0	15	1	0	0	18	1	1	0	13	0
OTU_113	140	30	175	46	31	107	154	102	142	83	126	59	160	34	86	62	1	1	28	0	89	87	82	82	13	44	40	44	0	0	19	0	22	1	32	58	0	19	38	11	63	0	0	78	57	28	2	2	2	50	74	45	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	122	257	1	84	15	1	4	7	0	0	17	0	2	0	7	0
OTU_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	309	0	186	0	1	0	0	0	0	2	0	136	158	0	33	6	260	0	0	141	0	1	29	1	240	497	134	0	11	27	84	183	0	0	0	1	151	318	10	56	12	148	175	14	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_115	6	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	65	0	0	0	0	1	0	0	0	0	0	3	0	8	169	0	0	809	1	1	28	6	21	3	1	1	21	10	327	36	0	0	0	0	2	11	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	26	34	0	7	41	631	79	2	0	0	0	0	14	0	79	0
OTU_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46	9	0	268	0	0	0	0	0	1	2	0	82	44	1	113	0	1	0	0	38	0	20	540	5	140	0	1	0	294	523	261	1218	5	0	0	0	14	70	0	6	0	9	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_117	15	9	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	28	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	25	11	23	4	255	329	440	1203	2	0	3	0	0	7	0	1422	0
OTU_118	52	135	138	27	25	36	14	52	52	16	38	54	42	12	9	4	0	0	2	0	49	27	29	4	1	26	16	3	0	0	0	0	2	0	4	9	0	9	0	0	0	0	0	0	2	0	0	0	0	24	5	5	8	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	867	1559	6	50	41	9	75	5	0	1	5	0	12	0	89	0
OTU_119	18	16	46	44	54	77	70	102	98	170	82	74	50	42	37	40	0	0	46	0	103	57	26	81	7	149	106	84	0	0	0	0	27	4	70	107	0	53	16	0	22	0	0	2	51	0	0	5	0	149	114	84	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	20	65	1	53	17	1	27	1	0	0	3	1	1	0	24	0
OTU_120	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	64	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	8	0	0	0	0	13	0	0	1	0	0	12	40	45	7	20	65	830	745	149	652	0	0	0	0	0	0	554	0	6	0	5	2	0	0	5	1	1	1	0	66	391	1	1	3	1	2	0
OTU_121	9	135	88	33	37	136	118	89	195	119	88	71	188	49	86	50	0	0	62	0	166	77	171	176	51	67	99	106	0	0	15	0	19	0	47	146	0	44	25	0	23	0	0	6	51	15	0	6	0	142	116	102	14	0	2	26	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	96	97	179	4	27	10	4	5	4	0	1	5	0	6	0	13	0
OTU_122	21	106	42	2	8	2	2	6	10	3	11	19	5	0	21	5	0	0	6	0	1	3	4	15	17	4	6	1	0	0	4	0	16	61	6	20	0	4	9	57	8	0	0	3	4	22	735	52	31	15	30	3	1	0	0	38	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	30	59	3	10	7	9	78	1	0	1	0	0	2	0	90	0
OTU_123	8	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	64	30	0	2	0	0	0	0	0	0	0	0	43	84	0	12	0	0	0	0	12	0	0	0	0	31	57	215	0	1	7	0	0	0	0	0	1	57	86	1	11	55	597	711	319	850	0	0	16	2	0	0	1	0	0	0	7	2	2	0	5	0	3	3	0	40	15	1	3	75	4	6	1
OTU_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	83	0	10	1	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	27	0	0	8	0	126	2424	603	0	3	111	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_126	11	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	9	12	13	1	6	4	10	34	5	2	2	106	272	1330	109	38	0
OTU_128	316	53	78	3	4	169	73	15	16	105	4	11	74	47	10	8	0	0	5	0	96	39	90	6	0	104	86	41	0	0	1	0	3	0	45	43	0	8	0	0	1	0	0	0	4	1	0	0	0	74	39	50	15	4	4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	18	197	8	341	144	20	29	8	0	1	31	0	7	0	44	0
OTU_129	2	1	3	1	0	7	1	0	3	36	0	0	4	2	0	1	0	1	169	0	1	5	4	5	7	3	21	12	0	0	10	0	26	0	127	86	0	63	20	0	40	0	0	16	112	13	2	0	0	144	76	170	734	0	0	50	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	20	5	4	0	4	0	1	1	0	0	0	0	0	0	0	1	0
OTU_130	17	15	12	1	1	834	137	28	748	321	0	3	285	73	5	1	1	33	529	1	407	148	98	54	5	155	728	367	0	0	90	1	28	1	157	255	0	961	747	3	348	0	0	689	414	7	3	11	3	607	750	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	11	43	5	2162	1009	232	272	2	0	5	225	2	3	1	335	0
OTU_131	33	33	17	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	70	0	0	0	0	0	0	0	0	0	0	0	8	6	637	0	0	31	0	3	133	0	3	0	0	0	5	49	4	67	1	1	0	0	6	15	1	5	1	24	0	2	23	0	0	0	0	0	0	0	0	0	0	45	15	30	3	20	18	127	55	8	3	6	187	919	635	0	53	0
OTU_132	4	3	2	5	12	23	10	10	34	26	32	21	13	10	18	1	0	0	21	0	30	22	12	78	51	21	55	32	0	0	12	1	83	166	67	78	0	21	34	116	36	0	0	2	26	57	17	783	1	88	155	69	2	0	0	25	25	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	15	32	0	6	0	1	4	0	0	0	0	0	0	0	2	0
OTU_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	479	0	171	0	0	1	0	0	0	1	0	404	182	0	36	2	117	0	0	31	0	1	48	0	72	318	179	0	2	36	0	2	0	0	0	0	198	186	7	132	13	158	103	32	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	2	10	1	1	14	0
OTU_134	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	10860	0	2	0	0	0	0	0	1	0	0	1	86	0	0	4	0	0	1	0	128	0
